0,7.9
1,7.1
2,6.8
3,8.5
4,6.6
5,6.2
6,7.8
7,7.5
8,7.5
9,6.9
10,6.1
11,6.7
12,7.3
13,6.5
14,7.2
15,6.6
16,8.1
17,6.7
18,6.8
19,7.5
20,7.0
21,6.7
22,7.9
23,6.1
24,7.2
25,7.7
26,8.2
27,5.9
28,7.0
29,7.8
30,7.3
31,7.2
32,6.5
33,6.8
34,7.3
35,6.0
36,5.7
37,6.4
38,6.7
39,6.8
40,6.3
41,5.6
42,8.3
43,6.6
44,7.2
45,7.0
46,8.0
47,7.8
48,6.3
49,7.3
50,6.6
51,7.0
52,6.3
53,6.2
54,7.2
55,7.5
56,8.4
57,6.2
58,5.8
59,6.8
60,5.4
61,6.6
62,6.9
63,7.3
64,9.0
65,8.3
66,6.5
67,7.9
68,7.5
69,4.8
70,5.2
71,6.9
72,5.4
73,7.9
74,6.1
75,5.8
76,8.3
77,7.8
78,7.0
79,6.1
80,7.0
81,7.6
82,6.3
83,7.8
84,6.4
85,6.5
86,7.9
87,7.8
88,6.6
89,5.5
90,8.2
91,6.4
92,8.1
93,8.6
94,8.8
95,6.7
96,7.8
97,7.8
98,6.6
99,6.1
100,5.6
101,6.4
102,6.1
103,7.3
104,6.6
105,6.3
106,6.1
107,7.1
108,5.5
109,7.5
110,7.6
111,6.4
112,7.2
113,6.7
114,8.0
115,8.3
116,6.7
117,5.9
118,6.7
119,6.7
120,7.6
121,7.2
122,7.1
123,8.1
124,6.7
125,7.0
126,6.9
127,5.1
128,5.8
129,6.2
130,7.4
131,5.8
132,6.2
133,7.3
134,4.2
135,6.9
136,6.4
137,5.4
138,6.7
139,5.8
140,6.9
141,7.2
142,6.9
143,6.1
144,5.5
145,6.6
146,6.1
147,6.3
148,7.2
149,7.4
150,7.3
151,6.1
152,7.7
153,6.1
154,8.0
155,7.3
156,7.9
157,5.5
158,5.0
159,7.7
160,6.6
161,5.7
162,5.8
163,6.0
164,6.4
165,6.9
166,6.4
167,7.4
168,5.5
169,5.9
170,6.8
171,6.8
172,8.1
173,6.5
174,7.2
175,6.7
176,8.1
177,7.6
178,7.4
179,7.6
180,6.7
181,6.5
182,6.6
183,6.7
184,6.4
185,5.8
186,7.4
187,7.8
188,6.6
189,4.9
190,6.5
191,6.2
192,7.3
193,7.5
194,5.6
195,8.1
196,6.7
197,6.6
198,6.4
199,7.5
200,7.3
201,7.5
202,5.8
203,7.5
204,6.6
205,6.7
206,3.7
207,6.0
208,6.4
209,6.1
210,6.4
211,5.6
212,8.0
213,5.2
214,7.1
215,4.8
216,7.0
217,5.4
218,6.6
219,6.7
220,6.2
221,6.1
222,5.3
223,6.3
224,7.0
225,7.6
226,6.7
227,8.1
228,6.7
229,6.5
230,7.3
231,6.0
232,6.1
233,5.9
234,7.8
235,5.8
236,4.3
237,6.4
238,6.1
239,6.5
240,7.1
241,6.4
242,6.5
243,6.3
244,7.5
245,4.9
246,5.8
247,6.2
248,5.5
249,5.4
250,5.8
251,7.1
252,5.4
253,3.7
254,6.7
255,7.2
256,8.8
257,5.8
258,6.8
259,3.8
260,7.1
261,7.2
262,5.9
263,7.1
264,8.1
265,6.9
266,4.4
267,6.5
268,8.5
269,7.7
270,7.4
271,8.0
272,5.7
273,8.5
274,7.0
275,7.8
276,7.2
277,6.4
278,5.5
279,6.7
280,6.1
281,8.5
282,6.9
283,7.3
284,6.7
285,6.9
286,5.1
287,6.8
288,6.7
289,6.0
290,5.7
291,8.0
292,8.2
293,5.4
294,7.2
295,7.5
296,7.0
297,3.3
298,6.0
299,7.1
300,5.4
301,6.1
302,5.3
303,2.2
304,7.0
305,3.8
306,6.9
307,7.2
308,7.3
309,6.3
310,7.5
311,7.6
312,6.8
313,5.2
314,7.7
315,6.2
316,7.7
317,4.3
318,6.9
319,6.6
320,7.0
321,6.7
322,8.2
323,8.9
324,8.7
325,5.5
326,5.7
327,6.3
328,5.9
329,7.6
330,6.6
331,5.3
332,6.0
333,8.0
334,5.6
335,5.9
336,7.3
337,7.9
338,6.8
339,6.6
340,6.6
341,7.0
342,7.0
343,7.3
344,5.5
345,8.5
346,7.5
347,7.0
348,7.8
349,7.6
350,7.6
351,6.8
352,5.0
353,7.1
354,5.5
355,5.6
356,7.1
357,4.9
358,7.4
359,5.7
360,6.4
361,5.9
362,5.5
363,6.9
364,6.2
365,7.0
366,5.6
367,7.0
368,6.8
369,5.4
370,6.1
371,6.7
372,6.9
373,8.0
374,4.4
375,7.3
376,6.3
377,7.7
378,6.5
379,7.8
380,6.4
381,7.8
382,5.8
383,7.1
384,7.1
385,6.8
386,4.8
387,6.2
388,6.9
389,7.3
390,6.6
391,6.9
392,6.2
393,6.7
394,7.6
395,6.7
396,6.2
397,7.3
398,6.0
399,7.1
400,7.1
401,5.5
402,5.6
403,7.5
404,5.4
405,4.3
406,4.9
407,7.1
408,6.4
409,4.3
410,6.1
411,7.0
412,7.7
413,5.9
414,6.7
415,6.5
416,7.1
417,7.3
418,6.5
419,7.0
420,6.8
421,7.2
422,6.1
423,6.7
424,6.4
425,4.4
426,5.4
427,6.5
428,6.7
429,8.1
430,5.6
431,6.3
432,7.3
433,6.1
434,7.7
435,6.4
436,6.8
437,6.6
438,7.2
439,6.9
440,5.2
441,4.9
442,6.3
443,5.6
444,5.5
445,6.7
446,7.6
447,5.7
448,4.6
449,7.0
450,5.2
451,5.1
452,6.6
453,6.7
454,7.3
455,5.9
456,5.6
457,6.5
458,5.9
459,7.0
460,5.3
461,5.9
462,6.3
463,6.3
464,7.3
465,5.8
466,5.2
467,2.4
468,5.7
469,5.8
470,5.6
471,6.0
472,5.8
473,6.0
474,5.7
475,6.0
476,7.8
477,4.2
478,5.6
479,8.2
480,8.5
481,5.8
482,6.5
483,7.2
484,6.7
485,3.4
486,5.9
487,7.8
488,5.9
489,4.1
490,6.8
491,5.8
492,7.5
493,6.9
494,6.5
495,6.9
496,7.9
497,7.4
498,6.7
499,7.4
500,6.9
501,6.8
502,6.7
503,5.1
504,4.1
505,7.3
506,6.0
507,7.3
508,5.4
509,5.9
510,7.1
511,6.0
512,6.5
513,5.7
514,7.6
515,6.6
516,5.4
517,7.3
518,6.5
519,6.6
520,6.6
521,5.9
522,6.7
523,6.1
524,6.6
525,6.6
526,5.3
527,6.0
528,4.7
529,6.1
530,7.2
531,6.4
532,6.1
533,5.9
534,6.0
535,6.3
536,5.6
537,6.4
538,7.1
539,6.6
540,4.6
541,8.4
542,7.1
543,7.4
544,6.9
545,4.5
546,7.1
547,6.5
548,5.3
549,6.7
550,7.2
551,7.2
552,5.5
553,5.8
554,6.0
555,6.6
556,8.3
557,6.7
558,7.1
559,6.0
560,6.9
561,5.6
562,5.6
563,4.5
564,7.1
565,6.5
566,6.4
567,5.8
568,8.0
569,6.2
570,7.2
571,6.1
572,7.6
573,6.3
574,6.3
575,6.3
576,7.7
577,7.0
578,5.3
579,5.6
580,5.2
581,5.4
582,6.4
583,5.9
584,6.3
585,6.5
586,3.0
587,3.6
588,5.8
589,6.2
590,5.4
591,6.1
592,4.2
593,6.7
594,4.2
595,6.4
596,4.9
597,6.8
598,7.7
599,5.6
600,6.4
601,7.2
602,6.0
603,5.9
604,7.9
605,7.1
606,5.9
607,6.2
608,7.0
609,5.4
610,8.6
611,6.5
612,6.4
613,7.6
614,5.5
615,7.4
616,8.7
617,7.6
618,5.5
619,7.6
620,6.5
621,6.9
622,6.7
623,6.6
624,7.2
625,6.4
626,6.4
627,6.0
628,6.1
629,6.0
630,6.4
631,6.4
632,7.3
633,5.2
634,6.6
635,6.3
636,5.9
637,6.7
638,5.4
639,6.4
640,6.7
641,6.2
642,6.1
643,8.8
644,7.1
645,5.7
646,5.0
647,5.1
648,6.9
649,4.8
650,6.5
651,5.1
652,7.1
653,7.5
654,6.2
655,6.3
656,8.1
657,6.6
658,6.9
659,6.1
660,4.3
661,6.6
662,6.8
663,3.8
664,5.9
665,7.9
666,6.3
667,5.5
668,7.7
669,6.3
670,7.1
671,8.5
672,5.8
673,8.1
674,7.9
675,7.2
676,6.3
677,8.1
678,7.0
679,5.5
680,6.7
681,5.2
682,7.0
683,6.1
684,6.6
685,5.5
686,5.9
687,5.4
688,6.4
689,5.7
690,6.7
691,7.1
692,6.8
693,6.5
694,7.6
695,5.5
696,6.5
697,7.0
698,5.8
699,7.3
700,6.6
701,4.4
702,7.7
703,5.0
704,7.7
705,4.4
706,6.1
707,5.4
708,6.8
709,6.5
710,7.0
711,6.3
712,6.3
713,6.1
714,6.1
715,5.3
716,5.4
717,6.2
718,6.6
719,5.9
720,6.3
721,7.2
722,6.8
723,6.1
724,7.8
725,5.0
726,6.2
727,6.7
728,4.9
729,7.4
730,6.2
731,4.9
732,6.1
733,6.1
734,6.4
735,6.3
736,6.6
737,5.7
738,5.9
739,6.0
740,6.1
741,6.7
742,6.7
743,7.9
744,4.3
745,5.7
746,6.7
747,6.7
